 num     #instances         #bytes  class name (module)
1182:             1             48  org.glassfish.grizzly.http.server.HttpServerFilter
1183:             1             48  org.glassfish.grizzly.nio.transport.TCPNIOTransport$TransportConnectorHandler
1184:             2             48  org.glassfish.grizzly.threadpool.AbstractThreadPool$3
1185:             2             48  org.glassfish.grizzly.threadpool.GrizzlyExecutorService
1186:             1             48  org.glassfish.grizzly.utils.ConcurrentHashMapV8$KeyIterator
1187:             2             48  org.glassfish.hk2.api.DescriptorType
1188:             2             48  org.glassfish.hk2.api.DescriptorVisibility
1189:             2             48  org.glassfish.hk2.api.ServiceLocatorState
1190:             2             48  org.glassfish.jersey.internal.ExceptionMapperFactory$ExceptionMapperType
1191:             2             48  org.glassfish.jersey.internal.JaxrsProviders
1192:             2             48  org.glassfish.jersey.internal.l10n.Localizer
1193:             2             48  org.glassfish.jersey.internal.util.ExtendedLogger
1194:             1             48  org.glassfish.jersey.message.internal.MediaTypes$3
1195:             2             48  org.glassfish.jersey.server.ContainerFilteringStage
1196:             2             48  org.glassfish.jersey.server.internal.inject.DelegatedInjectionValueFactoryProvider$1
1197:             2             48  org.glassfish.jersey.server.internal.inject.ParamConverters$TypeValueOf$1
1198:             2             48  org.glassfish.jersey.server.internal.scanning.ResourceFinderStack
1199:             1             48  org.glassfish.jersey.uri.UriTemplate
1200:             3             48  org.jvnet.hk2.internal.DescriptorComparator
1201:             2             48  org.jvnet.hk2.internal.DynamicConfigurationServiceImpl
1202:             2             48  org.jvnet.hk2.internal.PerLocatorUtilities
1203:             2             48  org.jvnet.hk2.internal.PerLocatorUtilities$1
1204:             2             48  org.jvnet.hk2.internal.PerLocatorUtilities$2
1205:             2             48  org.jvnet.hk2.internal.PopulatorImpl
1206:             2             48  org.jvnet.hk2.internal.SingletonContext
1207:             1             48  org.slf4j.impl.SimpleLoggerConfiguration
1208:             1             48  sun.nio.ch.SelectionKeyImpl (java.base@23)
1209:             2             48  sun.nio.fs.NativeBuffer$Deallocator (java.base@23)
1210:             2             48  sun.security.jca.ProviderList (java.base@23)
1211:             2             48  sun.security.jca.ProviderList$3 (java.base@23)
1212:             2             48  sun.security.util.LazyCodeSourcePermissionCollection (java.base@23)
1213:             1             40  [Ljava.lang.Thread$State; (java.base@23)
1214:             1             40  [Ljava.lang.classfile.AttributeMapper$AttributeStability; (java.base@23)
1215:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@23)
1216:             1             40  [Ljava.time.format.SignStyle; (java.base@23)
1217:             1             40  [Ljava.time.format.TextStyle; (java.base@23)
1218:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@23)
1219:             1             40  [Ljavax.ws.rs.ext.ParamConverterProvider;
1220:             1             40  [Lorg.eclipse.sisu.inject.QualifyingStrategy;
1221:             1             40  [Lorg.eclipse.sisu.space.BeanScanning;
1222:             1             40  [Lorg.eclipse.sisu.space.GlobberStrategy;
1223:             1             40  [Lorg.fusesource.jansi.AnsiType;
1224:             1             40  [Lorg.glassfish.grizzly.Transport$State;
1225:             2             40  [Lorg.glassfish.grizzly.http.server.util.Mapper$Host;
1226:             1             40  [Lorg.glassfish.jersey.message.internal.HttpHeaderReader$Event;
1227:             1             40  [Lorg.slf4j.impl.OutputChoice$OutputChoiceType;
1228:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@23)
1229:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@23)
1230:             1             40  com.google.common.collect.AbstractMapBasedMultimap$AsMap
1231:             1             40  com.google.common.collect.MapMakerInternalMap$WeakKeyStrongValueEntry
1232:             1             40  com.google.inject.internal.BindingProcessor$1
1233:             1             40  java.lang.ArithmeticException (java.base@23)
1234:             1             40  java.lang.ArrayStoreException (java.base@23)
1235:             1             40  java.lang.ExceptionInInitializerError (java.base@23)
1236:             1             40  java.lang.InternalError (java.base@23)
1237:             1             40  java.lang.StackOverflowError (java.base@23)
1238:             1             40  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@23)
1239:             1             40  java.net.InetAddress$CachedLookup (java.base@23)
1240:             1             40  java.time.zone.ZoneRules (java.base@23)
1241:             1             40  java.util.ResourceBundle$2 (java.base@23)
1242:             1             40  jdk.internal.event.SecurityProviderServiceEvent (java.base@23)
1243:             1             40  jdk.internal.ref.Cleaner (java.base@23)
1244:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@23)
1245:             1             40  org.apache.maven.ReactorReader
1246:             1             40  org.apache.maven.artifact.handler.DefaultArtifactHandler$__sisu13
1247:             1             40  org.apache.maven.artifact.handler.DefaultArtifactHandler$__sisu9
1248:             1             40  org.apache.maven.classrealm.DefaultClassRealmManager
1249:             1             40  org.apache.maven.lifecycle.internal.DependencyContext
1250:             1             40  org.apache.maven.lifecycle.internal.MojoExecutor
1251:             1             40  org.apache.maven.project.DefaultProjectBuildingHelper
1252:             1             40  org.codehaus.plexus.util.xml.pull.EntityReplacementMap
1253:             1             40  org.eclipse.aether.internal.impl.DefaultLocalPathPrefixComposerFactory$DefaultLocalPathPrefixComposer
1254:             1             40  org.eclipse.aether.internal.impl.DefaultMetadataResolver
1255:             1             40  org.eclipse.aether.internal.impl.synccontext.named.GAVNameMapper
1256:             1             40  org.eclipse.aether.util.graph.manager.ClassicDependencyManager
1257:             1             40  org.eclipse.aether.util.repository.DefaultMirrorSelector$MirrorDef
1258:             1             40  org.eclipse.sisu.inject.DefaultBeanLocator
1259:             1             40  org.eclipse.sisu.plexus.PlexusLifecycleManager
1260:             1             40  org.glassfish.grizzly.http.server.HttpServerMonitoringConfig
1261:             1             40  org.glassfish.grizzly.impl.SafeFutureImpl$Sync
1262:             1             40  org.glassfish.grizzly.nio.tmpselectors.TemporarySelectorPool
1263:             1             40  org.glassfish.grizzly.utils.DelayedExecutor
1264:             1             40  org.glassfish.jersey.grizzly2.httpserver.GrizzlyHttpContainer
1265:             1             40  org.glassfish.jersey.server.ApplicationHandler
1266:             1             40  org.glassfish.jersey.server.ResourceConfig$RuntimeConfig
1267:             1             40  org.glassfish.jersey.server.model.internal.JavaResourceMethodDispatcherProvider$TypeOutInvoker
1268:             1             40  org.glassfish.jersey.server.model.internal.ModelProcessorUtil$Method
1269:             1             40  sun.nio.ch.ServerSocketAdaptor (java.base@23)
1270:             1             40  sun.nio.cs.StandardCharsets$Aliases (java.base@23)
1271:             1             40  sun.nio.cs.StandardCharsets$Cache (java.base@23)
1272:             1             40  sun.nio.cs.US_ASCII$Decoder (java.base@23)
1273:             1             40  sun.security.util.KnownOIDs$1 (java.base@23)
1274:             1             40  sun.security.util.KnownOIDs$10 (java.base@23)
1275:             1             40  sun.security.util.KnownOIDs$2 (java.base@23)
1276:             1             40  sun.security.util.KnownOIDs$3 (java.base@23)
1277:             1             40  sun.security.util.KnownOIDs$4 (java.base@23)
1278:             1             40  sun.security.util.KnownOIDs$5 (java.base@23)
1279:             1             40  sun.security.util.KnownOIDs$6 (java.base@23)
1280:             1             40  sun.security.util.KnownOIDs$7 (java.base@23)
1281:             1             40  sun.security.util.KnownOIDs$8 (java.base@23)
1282:             1             40  sun.security.util.KnownOIDs$9 (java.base@23)
1283:             1             40  sun.text.resources.cldr.FormatData (java.base@23)
1284:             1             40  sun.text.resources.cldr.FormatData_en (java.base@23)
1285:             1             40  sun.text.resources.cldr.ext.FormatData_es (jdk.localedata@23)
1286:             1             40  sun.util.locale.InternalLocaleBuilder (java.base@23)
1287:             1             40  sun.util.logging.resources.logging (java.logging@23)
1288:             1             40  sun.util.resources.Bundles$1 (java.base@23)
1289:             1             40  sun.util.resources.cldr.CalendarData (java.base@23)
